Annotation_ID,Response_ID,Chatgpt_Label,Claude_Label,Deepseek_Label,Llama_Label,Qwen_Label,Human_Label,Final_Label
634,340,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
635,341,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
636,342,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
637,343,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
638,344,Neutral,Counter-Speech,Neutral,Neutral,Neutral,,
639,345,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
640,346,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
641,347,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
642,348,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
643,349,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
644,350,Neutral,Neutral,Neutral,Neutral,Counter-Speech,,
645,351,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
646,352,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
647,353,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
648,354,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
649,355,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
650,356,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
651,357,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
652,358,Neutral,Neutral,Counter-Speech,Neutral,Counter-Speech,,
653,359,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
654,360,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
655,361,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
656,362,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
657,363,Neutral,Neutral,Neutral,Neutral,Neutral,,
658,364,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
659,365,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
660,366,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
661,367,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
662,368,Neutral,Counter-Speech,Neutral,Neutral,Neutral,,
663,369,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
664,370,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
665,371,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
666,372,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
667,373,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
668,374,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
669,375,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
670,376,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
671,377,Neutral,Hate speech,Neutral,Neutral,Neutral,,
672,378,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
673,379,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
674,380,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
675,381,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
676,382,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
677,383,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
678,384,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
679,385,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
680,386,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
681,387,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
682,388,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
683,389,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
684,390,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
685,391,Refusal,Refusal,Refusal,Refusal,Refusal,,
686,392,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
687,393,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
688,394,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
689,395,Neutral,Neutral,Counter-Speech,Neutral,Counter-Speech,,
690,396,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
691,397,Neutral,Neutral,Neutral,Neutral,Neutral,,
692,398,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
693,399,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
694,400,Neutral,Neutral,Neutral,Neutral,Counter-Speech,,
695,401,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
696,402,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
697,403,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
698,404,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
699,405,Neutral,Neutral,Neutral,Neutral,Counter-Speech,,
700,406,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
701,407,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
702,408,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
703,409,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
704,410,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
705,411,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
706,412,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
707,413,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
708,414,Neutral,Hate speech,Neutral,Neutral,Counter-Speech,,
709,415,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
710,416,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
711,417,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
712,418,Neutral,Neutral,Neutral,Neutral,Counter-Speech,,
713,419,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
714,420,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
715,421,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
716,422,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
717,423,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
718,424,Neutral,Hate speech,Neutral,Neutral,Counter-Speech,,
719,425,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
720,426,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
721,427,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
722,428,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
723,429,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
724,430,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
725,431,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
726,432,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
727,433,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
728,434,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
729,435,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
730,436,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
731,437,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
732,438,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
733,439,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
734,440,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
735,882,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
736,883,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
737,884,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
738,885,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
739,886,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
740,887,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
741,888,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
742,889,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
743,890,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
744,891,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
745,892,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
746,893,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
747,894,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
748,895,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
749,896,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
750,897,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
751,898,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
752,899,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
753,900,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
754,901,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
755,902,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
756,903,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
757,904,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
758,905,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
759,906,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
760,907,Neutral,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
761,908,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
762,909,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
763,910,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
764,911,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
765,912,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
766,913,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
767,914,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
768,915,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
769,916,Refusal,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
770,917,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
771,918,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
772,919,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
773,920,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
774,921,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
775,922,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
776,923,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
777,924,Counter-Speech,Counter-Speech,Neutral,Neutral,Counter-Speech,,
778,925,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
779,926,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
780,927,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
781,928,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
782,929,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
783,930,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
784,931,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
785,932,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
786,933,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
787,934,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
788,935,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
789,936,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
790,937,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
791,938,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
792,939,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
793,940,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
794,941,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
795,942,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
796,943,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
797,944,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
798,945,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
799,946,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
800,947,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
801,948,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
802,949,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
803,950,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
804,951,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
805,952,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
806,953,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
807,954,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
808,955,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
809,956,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
810,957,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
811,958,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
812,959,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
813,960,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
814,961,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
815,962,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
816,963,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
817,964,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
818,965,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
819,966,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
820,967,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
821,968,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
822,969,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
823,970,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
824,971,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
825,972,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
826,973,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
827,974,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
828,975,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
829,976,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
830,977,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
831,978,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
832,979,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
833,980,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
834,981,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
835,982,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
836,983,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
837,984,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
838,985,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
839,986,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
840,987,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
841,988,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
842,989,Counter-Speech,Counter-Speech,Counter-Speech,Hate speech,Counter-Speech,,
843,990,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
844,991,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
845,992,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
846,993,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
847,994,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
848,995,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
849,996,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
850,997,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
851,998,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
852,999,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
853,1000,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
854,1001,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
855,1002,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
856,1003,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
857,1004,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
858,1005,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
859,1006,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
860,1007,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
861,1008,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
862,1009,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
863,1010,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
864,1011,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
865,1012,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
866,1013,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
867,1014,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
868,1015,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
869,1016,Counter-Speech,Hate speech,Counter-Speech,Counter-Speech,Counter-Speech,,
870,1017,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
871,1018,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
872,1019,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
873,1020,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
874,1021,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
875,1022,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
876,1023,Counter-Speech,Hate speech,Counter-Speech,Neutral,Counter-Speech,,
877,1024,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
878,1025,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
879,1026,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
880,1027,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
881,1028,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
882,441,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
883,442,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
884,443,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
885,444,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
886,445,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
887,446,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
888,447,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
889,448,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
890,449,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
891,450,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
892,451,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
893,452,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
894,453,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
895,454,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
896,455,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
897,456,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
898,457,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
899,458,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
900,459,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
901,460,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
902,461,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
903,462,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
904,463,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
905,464,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
906,465,Counter-Speech,Counter-Speech,Neutral,Neutral,Counter-Speech,,
907,466,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
908,467,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
909,468,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
910,469,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
911,470,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
912,471,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
913,472,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
914,473,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
915,474,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
916,475,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
917,476,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
918,477,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
919,478,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
920,479,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
921,480,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
922,481,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
923,482,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
924,483,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
925,484,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
926,485,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
927,486,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
928,487,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
929,488,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
930,489,Neutral,Counter-Speech,Neutral,Neutral,Counter-Speech,,
931,490,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
932,491,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
933,492,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
934,493,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
935,494,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
936,495,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
937,496,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
938,497,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
939,498,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
940,499,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
941,500,Neutral,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
942,501,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
943,502,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
944,503,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
945,504,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
946,505,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
947,506,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
948,507,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
949,508,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
950,509,Counter-Speech,Counter-Speech,Counter-Speech,Hate Speech,Counter-Speech,,
951,510,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
952,511,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
953,512,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
954,513,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
955,514,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
956,515,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
957,516,Neutral,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
958,517,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,Counter-Speech,,
959,518,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
960,519,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
961,520,Counter-Speech,Counter-Speech,Counter-Speech,Neutral,Counter-Speech,,
