Sample_ID,Group_ID,Language,Hate_Type,Text,Source_Dataset
452,4,English,JEWS,"Israel, Zionism and Jewish Supremacist control of America are the main causes of terrorism, instability and conflict in the world. All other theories are diversions from this ultimate truth.",CONAN
453,5,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
454,6,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
455,7,English,POC,"Race is a social construct, and if you see any difference between these two women, it’s because you have a mental illness. [image showing a blonde, European female athlete, juxtaposed against an image of an African woman wearing a lip plate]",CONAN
456,8,English,WOMEN,"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine White powerful makes, when they themselves are just envious, incompetent and useless.",CONAN
457,9,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
458,10,English,WOMEN,"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine powerful, white men. They are just envious, incompetent and useless.",CONAN
459,11,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
460,12,English,JEWS,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,CONAN
461,13,English,WOMEN,We began to break down when we allowed women to vote/meddle in the civilization that we built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and bring our society down to their emotionally soft level.,CONAN
462,14,English,JEWS,"Jews like to cordon off areas for themselves, where no jew is allowed to go, while simultaneously having their judges fill white neighbourhoods with social housing.",CONAN
463,15,English,JEWS,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,CONAN
464,16,English,JEWS,"Israel, Zionism and Jewish Supremacist control of America are the main causes of terrorism, instability and conflict in the world. All other theories are diversions from this ultimate truth.",CONAN
465,17,English,JEWS,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",CONAN
466,18,English,JEWS,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",CONAN
467,19,English,JEWS,What if our entire ruling class consisted of J-controlled paedophiles? That would explain a lot.,CONAN
468,20,English,JEWS,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,CONAN
469,21,English,JEWS,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",CONAN
470,22,English,other,"An American Jew, just like a Muslim, is an outsider, loyal to their birth tribe, posing as a member of the in-group in order to subvert cultural, political and social norms. We don’t have to choose, it’s OK to hate them both.",CONAN
471,23,English,other,"An American Jew, just like a Muslim, is an outsider, loyal to their birth tribe, posing as a member of the in-group in order to subvert cultural, political and social norms. We don’t have to choose, it’s OK to hate them both.",CONAN
472,24,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
473,25,English,WOMEN,"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine White powerful makes, when they themselves are just envious, incompetent and useless.",CONAN
474,26,English,other,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",CONAN
475,27,English,LGBT+,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),CONAN
476,28,English,WOMEN,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",CONAN
477,29,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
478,30,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
479,31,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
480,32,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
481,33,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
482,34,English,WOMEN,"When you animals have ruined the world and are eating each other, because that’s all you are good for, we’ll still be here, keeping our bloodlines pure against all the odds, regretting the day we heeded the womenfolk and took our heels off your throats.",CONAN
483,35,English,other,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,CONAN
484,36,English,JEWS,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,CONAN
485,37,English,WOMEN,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,CONAN
486,38,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
487,39,English,JEWS,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,CONAN
488,40,English,JEWS,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,CONAN
489,41,English,JEWS,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",CONAN
490,42,English,other,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",CONAN
491,43,English,JEWS,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,CONAN
492,44,English,POC,"Race is a social construct, and if you see any difference between these two women, it’s because you have a mental illness. [image showing a blonde, European female athlete, juxtaposed against an image of an African woman wearing a lip plate]",CONAN
493,45,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
494,46,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
495,47,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
496,48,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
497,49,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
498,50,English,other,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",CONAN
499,51,English,LGBT+,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),CONAN
500,52,English,WOMEN,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose our civilisation.,CONAN
501,53,English,JEWS,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",CONAN
502,54,English,JEWS,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",CONAN
503,55,English,JEWS,"‘Juice (Jews) are worse that nukes.’ Caption to a meme showing Hiroshima 1945 and present day, contrast against pictures of Detroit in 1945 and present day.’",CONAN
504,56,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
505,57,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
506,58,English,JEWS,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,CONAN
507,59,English,LGBT+,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),CONAN
508,60,English,JEWS,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",CONAN
509,61,English,LGBT+,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),CONAN
510,62,English,JEWS,"‘Juice (Jews) are worse that nukes.’ Caption to a meme showing Hiroshima 1945 and present day, contrast against pictures of Detroit in 1945 and present day.’",CONAN
511,63,English,LGBT+,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),CONAN
512,64,English,JEWS,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,CONAN
513,65,English,JEWS,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",CONAN
514,66,English,JEWS,The only nation Jews don’t hate is their own and they are flooding Europe with Africans and Muslims.,CONAN
515,67,English,JEWS,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,CONAN
516,68,English,JEWS,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,CONAN
517,69,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
518,70,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
519,71,English,other,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",CONAN
520,72,English,other,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,CONAN
521,73,English,JEWS,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",CONAN
522,74,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
523,75,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
524,76,English,JEWS,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",CONAN
525,77,English,JEWS,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,CONAN
526,78,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
527,79,English,JEWS,"Jews like to cordon off areas for themselves, where no jew is allowed to go, while simultaneously having their judges fill white neighbourhoods with social housing.",CONAN
528,80,English,JEWS,The only nation Jews don’t hate is their own and they are flooding Europe with Africans and Muslims.,CONAN
529,81,English,LGBT+,Must be hard being gay. They have to do everything we do but also find the time to molest children.,CONAN
530,82,English,JEWS,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,CONAN
531,83,English,LGBT+,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),CONAN
532,84,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
533,85,English,JEWS,The only nation Jews don’t hate is their own and they are flooding Europe with Africans and Muslims.,CONAN
534,86,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but we still bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist'. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
535,87,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
536,88,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
537,89,English,WOMEN,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",CONAN
538,90,English,WOMEN,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,CONAN
539,91,English,JEWS,What if our entire ruling class consisted of J-controlled paedophiles? That would explain a lot.,CONAN
540,92,English,other,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,CONAN
541,93,English,other,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,CONAN
542,94,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
543,95,English,WOMEN,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",CONAN
544,96,English,JEWS,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",CONAN
545,97,English,JEWS,"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7",CONAN
546,98,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
547,99,English,LGBT+,Must be hard being gay. They have to do everything we do but also find the time to molest children.,CONAN
549,101,English,JEWS,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,CONAN
551,103,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
552,104,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
553,105,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
554,106,English,JEWS,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,CONAN
555,107,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
556,108,English,other,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",CONAN
557,109,English,JEWS,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,CONAN
558,110,English,JEWS,The juice (jews) are the reason why America is forced to take in whatever refuse knocks on the door. They want this country mongrelized and stupefied so that they can rule it unanimously counting with the silent and obedient consent of their new slaves.,CONAN
559,111,English,WOMEN,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",CONAN
560,112,English,other,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,CONAN
561,113,English,JEWS,"‘Juice (Jews) are worse that nukes.’ Caption to a meme showing Hiroshima 1945 and present day, contrast against pictures of Detroit in 1945 and present day.’",CONAN
562,114,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
563,115,English,JEWS,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",CONAN
564,116,English,JEWS,"Israel, Zionism and Jewish Supremacist control of America are the main causes of terrorism, instability and conflict in the world. All other theories are diversions from this ultimate truth.",CONAN
565,117,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
566,118,English,MIGRANTS,Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,CONAN
567,119,English,WOMEN,"Who the fuck are you? We are gutful sick of Vagina Misandrists trying to undermine White powerful makes, when they themselves are just envious, incompetent and useless.",CONAN
568,120,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
569,121,English,other,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.",CONAN
570,122,English,WOMEN,We began to break down when we allowed women to vote/meddle in our civilizations that we had built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and brought our society down to their emotional soft level.,CONAN
571,123,English,JEWS,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",CONAN
572,124,English,other,"An American Jew, just like a Muslim, is an outsider, loyal to their birth tribe, posing as a member of the in-group in order to subvert cultural, political and social norms. We don’t have to choose, it’s OK to hate them both.",CONAN
573,125,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
574,126,English,LGBT+,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),CONAN
575,127,English,WOMEN,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",CONAN
576,128,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
577,129,English,MIGRANTS,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,CONAN
578,130,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
580,132,English,other,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,CONAN
582,134,English,WOMEN,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,CONAN
583,135,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
584,136,English,JEWS,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,CONAN
585,137,English,JEWS,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",CONAN
587,139,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
588,140,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
589,141,English,WOMEN,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",CONAN
590,142,English,LGBT+,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",CONAN
591,143,English,LGBT+,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),CONAN
592,144,English,JEWS,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",CONAN
595,147,English,MIGRANTS,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",CONAN
596,148,English,JEWS,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,CONAN
597,149,English,LGBT+,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),CONAN
598,182,English,POC,I hate those fucking rasta nigga,V1
599,188,English,POC,I hate negros: they killed a cop!,V1
600,1257,English,POC,Blacks do more crimes than whites.,V2
601,1263,English,POC,White people are threatened by the blacks and it's a cultural decay.,V2
602,1264,English,POC,I can't tolerate blacks.,V2
603,1266,English,POC,We have to protect our people. Black people should be deported.,V2
604,1267,English,POC,Blacks are genetically inferior to whites.,V2
605,1268,English,POC,I'm tired of people popping into other's apartment and starting yelling about diversity and human rights of black people. If you want to speak out and make a difference then get involved.,V2
606,1462,English,POC,Black people are weak and I don't care about them.,V2
607,1463,English,POC,Niggers are rapists and drug dealers.,V2
608,1464,English,POC,Blacks have always inhabited this planet before we evolved and still do. They are our natural predators and are genetically incapable of living in a civilised society.,V2
609,1467,English,POC,How come nobody is moaning about black people being lazy and unmotivated? They are the problem.,V2
610,1468,English,POC,You might as well tell black people they are the n-word because then they would learn the hard way.,V2
611,1469,English,POC,Blacks are just like apes in that they are easy to control. They are obedient and subservient when taught so. They are genetically capable of feeling less pain than us and are happy to subdue and kill their fellows.,V2
612,1470,English,POC,"The African-American community suffers from poverty, crime and unemployment at a record rate, and yet they always bring us up as if it's the fault of whites only.",V2
613,1471,English,POC,No negro can speak English.,V2
614,1472,English,POC,These children should not be exposed to messages and experiences that reinforce different racial identities: they are harmful to them. We must teach them that blacks are inferior.,V2
615,1552,English,POC,"Black slaves were not real patriots, they never gave their lives for the country.",V3
616,1553,English,POC,Blacks are a bunch of crooks and sex offenders. GThey were good only as slaves.,V3
617,1554,English,POC,If niggas don't stop whining we will make slavery legal again.,V3
618,1555,English,POC,Niggas are the cause of the economic crisis.,V3
619,1556,English,POC,Blacks are just an inferior bloodline to our own. We should remove them.,V3
620,1557,English,POC,We are being invaded. They will replace us and Afro-European will be the majority.,V3
621,1756,English,POC,Black people are a sickness and we cannot allow our children to grow up in a black-ruled society.,V3
622,1757,English,POC,Black people are a sickness and we cannot allow our children to grow up in a black dominated society.,V3
623,1758,English,POC,Why should someone want to love some black people?,V3
624,1759,English,POC,"I see a lot of people claiming that we should have equality for black people, but I think that equality can be achieved only without them.",V3
625,1760,English,POC,Niggas use their appearance to get away with anything.,V3
626,1761,English,POC,Any African person could go back to its country. It is a choice to stay here and ruin our lives.,V3
627,1762,English,POC,Wouldn't it be great if niggas abandoned this country once and for all?,V3
628,1763,English,POC,A nigger has no right to life,V3
629,1764,English,POC,the nigger has no right to life,V3
630,1765,English,POC,we are strong when we are all white and united. we are not strong when we are divided by black people who want to fight us.,V3
631,1948,English,POC,Blacks have zero shame about using the black market for drugs.,V3
632,1950,English,POC,I hate when people fight stereotypes. We are different. Blacks are a different color and shouldn't live with us.,V3
633,1951,English,POC,Negroes create social problems so we must get rid of them.,V3
634,1952,English,POC,Black uneducated people should shut up and work.,V3
635,1953,English,POC,"Blacks are genetically inferior, they are born that way. They are born subhuman.",V3
636,1954,English,POC,What the fuck is wrong with you? Negroes are inferior full stop.,V3
637,1955,English,POC,Another wast of time. Did we need a process to know that the killer was a nigga? Murders are made by blacks. They are a threat.,V3
638,1956,English,POC,"Africans are naturally subhuman and can't feel pain, that is why you can whip them.",V3
639,1957,English,POC,Blacks don't have brains.,V3
640,1959,English,POC,Whites are the real victims of police brutality: those negroes are sneaky criminals and police is doing nothing.,V3
641,1960,English,POC,Blacks are inherently violent. We need social cleansing.,V3
642,1961,English,POC,"I am not racist, but I definitely would not raise my children in the suburbs where the majority of people is black.",V3
643,1962,English,POC,The world has become too violent. Too many black poors. We need to fix the problem of crime before it is too late.,V3
644,1963,English,POC,All black people are rapists.,V3
645,1966,English,POC,This incident should not go unpunished. Justice must listen to the truth: niggas are the cause of crime because they are inferior to us and we must keep them aside.,V3
646,316,English,MIGRANTS,Immigrants hurt the finance of our country by taking jobs and services without paying taxes.,V1
647,325,English,MIGRANTS,Immigrants are entering the U.S. just to obtain welfare and other benefits.,V1
648,333,English,MIGRANTS,Immigrants are coming to the U.S. to have babies here.,V1
649,343,English,MIGRANTS,Immigrants are bringing diseases into the U.S.,V1
650,348,English,MIGRANTS,Terrorists are infiltrating the U.S. across the border with Mexico.,V1
651,354,English,MIGRANTS,We have a criminality problem since most immigrants are here illegally. They sneak across the border with Mexico.,V1
652,356,English,MIGRANTS,Migrants get 35 euros per day for idling.,V1
653,360,English,MIGRANTS,"Fucking bleeding hearts, take migrants home with you",V1
654,363,English,MIGRANTS,migrants steal our jobs,V1
655,419,English,MIGRANTS,migrants say they are poor but they have the Iphone,V1
656,450,English,MIGRANTS,We are forced to economically support all of the so called 'asylum seeker',V1
657,470,English,MIGRANTS,MIgrants are not running away from wars.,V1
658,488,English,MIGRANTS,More than half of the prisoners in our jails are foreigners,V1
659,492,English,MIGRANTS,These dogs come here to rape and kill our women,V1
660,505,English,MIGRANTS,We are being invaded. They are replacing us.,V1
661,512,English,MIGRANTS,Only 8% is a real refugee,V1
662,646,English,MIGRANTS,This is an invasion: we cannot coexist with millions of strangers that do not want to integrate but to bring us back into a pretechnological era.,V1
663,651,English,MIGRANTS,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,V1
664,656,English,MIGRANTS,Multiculturalism is the death of western societies and also a mortal threat to minorities that are not protected by universal laws.,V1
665,660,English,MIGRANTS,This is an invasion: we must stop immigrants because they are not accepted by our people.,V1
666,1272,English,MIGRANTS,Why do we have so many immigrants with citizenship? They only commit crimes and have nothing to do with our society.,V2
667,1273,English,MIGRANTS,"We do not want migrants here but if they have to work, why should we pay for their homes?",V2
668,1280,English,MIGRANTS,immigrants are a drain on society,V2
669,1286,English,MIGRANTS,We should not welcome refugees & immigrants from other religions.,V2
670,1292,English,MIGRANTS,Migrants take our jobs and make us poorer.,V2
671,1297,English,MIGRANTS,The media are hiding the truth about refugees: there are so many immigrants that the situation is becoming increasingly toxic.,V2
672,1298,English,MIGRANTS,We should deport them all back to where they came from.,V2
673,1428,English,WOMEN,If we allowed women to drive we'd have car accidents all the time.,V2
674,1431,English,WOMEN,I'm tired of woman whining. Our entire history is dominated by feminist narrative.,V2
